database;schema;table;column;data_type
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_PTU_4;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_PTU_5;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_PTU_6;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_PTU_7;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_PTU_8;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_PTU_9;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_PTU_10;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_PTU_AMYL;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_PTU_NEUROP;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_PTU_HYPERV;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEHMODTAGET_ANT;integer
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_0_2E_0;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_0_2E_2;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_0_2E_3;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_0_2E_4;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_0_2E_5;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_2;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_3_2E_1;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_3_2E_2;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_3_2E_3;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_4_2E_1;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_5_2E_1;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_5_2E_2;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_6_2E_1;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_7_2E_1;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_8_2E_1;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_8_2E_2;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_9_2E_1;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_9_2E_2;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_9_2E_3;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_10_2E_1;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU30_BEH_11;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU50_WHOPERF;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU60_DOEDSDATO;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU70_DOEDSAARSAG_ANT;integer
core;public;RKKP_DAMYDA_CLEAN;GC_MFU70_DOED_1;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU70_DOED_2;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU70_DOED_behrel;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU70_DOED_3;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU70_DOED_7;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU70_DOED_9;text
core;public;RKKP_DAMYDA_CLEAN;gc_mfu70_doed_a;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU70_DOED_4;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU75_ANDENDOEDARS;text
core;public;RKKP_DAMYDA_CLEAN;GC_MFU80_SEKTION;text
core;public;RKKP_DAMYDA_CLEAN;F_BETA2;text
core;public;RKKP_DAMYDA_CLEAN;N_ALB;text
core;public;RKKP_DAMYDA_CLEAN;F_CREA;text
core;public;RKKP_DAMYDA_CLEAN;F_CALCIUM;text
core;public;RKKP_DAMYDA_CLEAN;F_CRP;text
core;public;RKKP_DAMYDA_CLEAN;F_LDX;text
core;public;RKKP_DAMYDA_CLEAN;Date_death;date
core;public;RKKP_DAMYDA_CLEAN;Date_last.FU;date
core;public;RKKP_DAMYDA_CLEAN;KMDAGE;integer
core;public;RKKP_DAMYDA_CLEAN;KMREGISDOED;integer
core;public;RKKP_DAMYDA_CLEAN;INDA;text
core;public;RKKP_DAMYDA_CLEAN;INDB;text
core;public;RKKP_DAMYDA_CLEAN;INDC;text
core;public;RKKP_DAMYDA_CLEAN;TIDA;integer
core;public;RKKP_DAMYDA_CLEAN;SYGDOMPROG;text
core;public;RKKP_DAMYDA_CLEAN;TIDC;integer
core;public;RKKP_DAMYDA_CLEAN;CYTOGEN;text
core;public;RKKP_DAMYDA_CLEAN;MGLOPL_PI;text
core;public;RKKP_DAMYDA_CLEAN;ISS;integer
core;public;RKKP_DAMYDA_CLEAN;M_KOMP;text
core;public;RKKP_DAMYDA_CLEAN;N_KOMPL_DX;integer
core;public;RKKP_DAMYDA_CLEAN;AUTO_PLAN_GEN;text
core;public;RKKP_DAMYDA_CLEAN;GC_MDC_STRUKFORANDR;integer
core;public;RKKP_DAMYDA_CLEAN;GC_MDC_PLOIDI;text
core;public;RKKP_DAMYDA_CLEAN;GC_MDC_FISH_UDFOERT;text
core;public;RKKP_DAMYDA_CLEAN;GL_MDCFISH;text
core;public;RKKP_DAMYDA_CLEAN;GC_MDX_FISH_1;boolean
core;public;RKKP_DAMYDA_CLEAN;lpr_inddto;text
core;public;RKKP_DAMYDA_CLEAN;ilpr;integer
core;public;RKKP_DAMYDA_CLEAN;mangelliste;integer
core;public;RKKP_DAMYDA_CLEAN;Dato_skaering;date
core;public;RKKP_DAMYDA_CLEAN;Charlson_Index;integer
core;public;RKKP_DAMYDA_CLEAN;RENAL_INSUFFICIENCY;text
core;public;RKKP_DAMYDA_CLEAN;CRAB2;text
core;public;RKKP_DAMYDA_CLEAN;MM_SUBTYPE_CRAB;text
core;public;RKKP_DAMYDA_CLEAN;Date_death.FU;date
core;public;RKKP_DAMYDA_CLEAN;TimeTo_Death;integer
core;public;RKKP_DAMYDA_CLEAN;TimeTo_Treatment_1st;integer
core;public;RKKP_DAMYDA_CLEAN;Dead;integer
core;public;RKKP_DAMYDA_CLEAN;Treatment;integer
core;public;RKKP_DAMYDA_CLEAN;TFS;integer
core;public;RKKP_DAMYDA_CLEAN;LDH.score;text
core;public;RKKP_DAMYDA_CLEAN;FISH.score;text
core;public;RKKP_DAMYDA_CLEAN;RISS_Addon;text
core;public;RKKP_DAMYDA_CLEAN;RISS;integer
core;public;RKKP_DAMYDA_CLEAN;Died_within_90_days;text
core;public;RKKP_DAMYDA_CLEAN;CRAB_MDX_extra;text
core;public;RKKP_DAMYDA_CLEAN;SUBTYPE_ad.Klausen;text
core;public;RKKP_DAMYDA_CLEAN;MAYO_20_20_20.BM;integer
core;public;RKKP_DAMYDA_CLEAN;MAYO_20_20_20.MSPIKE;integer
core;public;RKKP_DAMYDA_CLEAN;MAYO_20_20_20.KLR;integer
core;public;RKKP_DAMYDA_CLEAN;MAYO_20_20_20.score;integer
core;public;RKKP_DAMYDA_CLEAN;MAYO_20_20_20;text
core;public;RKKP_DAMYDA_CLEAN;Initial_treatment;text
core;public;RKKP_DAMYDA_CLEAN;N_treatments_MDX_extra;integer
core;public;RKKP_DAMYDA_CLEAN;REGION;text
core;public;RKKP_DAMYDA_CLEAN;PATIENTID;integer
core;public;RKKP_LYFO_CLEAN;DALYCA_ID;integer
core;public;RKKP_LYFO_CLEAN;Date_birth;date
core;public;RKKP_LYFO_CLEAN;sex;text
core;public;RKKP_LYFO_CLEAN;hospital_ID;text
core;public;RKKP_LYFO_CLEAN;Date_diagnosis;date
core;public;RKKP_LYFO_CLEAN;LYMPHOMA_type;text
core;public;RKKP_LYFO_CLEAN;LYMPHOMA_type_short;text
core;public;RKKP_LYFO_CLEAN;LYMPHOMA_SUBTYPE;text
core;public;RKKP_LYFO_CLEAN;DISCORDANT_LYMPHOMA_type_short;text
core;public;RKKP_LYFO_CLEAN;AA_STAGE;integer
core;public;RKKP_LYFO_CLEAN;BSYMPTOMS;text
core;public;RKKP_LYFO_CLEAN;MAX_TUMOR;text
core;public;RKKP_LYFO_CLEAN;BULK;text
core;public;RKKP_LYFO_CLEAN;PS;integer
core;public;RKKP_LYFO_CLEAN;Second_malignancy;text
core;public;RKKP_LYFO_CLEAN;Second_malignancy_SKS;text
core;public;RKKP_LYFO_CLEAN;Planned_tx_LDX;text
core;public;RKKP_LYFO_CLEAN;Date_treatment_LDX;date
core;public;RKKP_LYFO_CLEAN;Initial_treating_department;text
core;public;RKKP_LYFO_CLEAN;Trial.inclusion_LDX;text
core;public;RKKP_LYFO_CLEAN;Localized_disease_LDX;text
core;public;RKKP_LYFO_CLEAN;RHINOPHARYNX;text
core;public;RKKP_LYFO_CLEAN;WALDEYER;text
core;public;RKKP_LYFO_CLEAN;TONSILLAPALATINA;text
core;public;RKKP_LYFO_CLEAN;TONSIL_SIN;text
core;public;RKKP_LYFO_CLEAN;TONSIL_DEX;text
core;public;RKKP_LYFO_CLEAN;HALS_OVRE;text
core;public;RKKP_LYFO_CLEAN;HALS_SIN;text
core;public;RKKP_LYFO_CLEAN;HALS_DEX;text
core;public;RKKP_LYFO_CLEAN;SUPRACLAV;text
core;public;RKKP_LYFO_CLEAN;SUPRACLAVSIDE_VE;text
core;public;RKKP_LYFO_CLEAN;SUPRACLAVSIDE_DEX;text
core;public;RKKP_LYFO_CLEAN;INFRACLAVIC;text
core;public;RKKP_LYFO_CLEAN;INFRACLAV_SIN;text
core;public;RKKP_LYFO_CLEAN;INFRACLAV_DEX;text
core;public;RKKP_LYFO_CLEAN;AXILLER;text
core;public;RKKP_LYFO_CLEAN;AXIL_SIN;text
core;public;RKKP_LYFO_CLEAN;AXIL_DEX;text
core;public;RKKP_LYFO_CLEAN;MEDIASTINUM;text
core;public;RKKP_LYFO_CLEAN;LUNGEHILI;text
core;public;RKKP_LYFO_CLEAN;LUNGEHILI_SIN;text
core;public;RKKP_LYFO_CLEAN;LUNGEHILI_DEX;text
core;public;RKKP_LYFO_CLEAN;RETROPERITONEUM;text
core;public;RKKP_LYFO_CLEAN;TARMKROES;text
core;public;RKKP_LYFO_CLEAN;PELVIS;text
core;public;RKKP_LYFO_CLEAN;PELVIS_SIN;text
core;public;RKKP_LYFO_CLEAN;PELVIS_DEX;text
core;public;RKKP_LYFO_CLEAN;INGVINALE;text
core;public;RKKP_LYFO_CLEAN;INGVINALE_SIN;text
core;public;RKKP_LYFO_CLEAN;INGVINALE_DEX;text
core;public;RKKP_LYFO_CLEAN;ORBITA;text
core;public;RKKP_LYFO_CLEAN;OJE;text
core;public;RKKP_LYFO_CLEAN;TAREKIRTEL;text
core;public;RKKP_LYFO_CLEAN;BIHULER;text
core;public;RKKP_LYFO_CLEAN;CAVUM_NASI;text
core;public;RKKP_LYFO_CLEAN;MUNDHULE;text
core;public;RKKP_LYFO_CLEAN;SPYTKIRTLER;text
core;public;RKKP_LYFO_CLEAN;GL_THYROIDEA;text
core;public;RKKP_LYFO_CLEAN;COR;text
core;public;RKKP_LYFO_CLEAN;MAMMA;text
core;public;RKKP_LYFO_CLEAN;LUNGER;text
core;public;RKKP_LYFO_CLEAN;VENTRIKEL;text
core;public;RKKP_LYFO_CLEAN;TYNDTARM;text
core;public;RKKP_LYFO_CLEAN;TYKTARM;text
core;public;RKKP_LYFO_CLEAN;PANKREAS;text
core;public;RKKP_LYFO_CLEAN;NYRER;text
core;public;RKKP_LYFO_CLEAN;LEVER;text
core;public;RKKP_LYFO_CLEAN;PERIKARDIE;text
core;public;RKKP_LYFO_CLEAN;PLEURAVAESKE;text
core;public;RKKP_LYFO_CLEAN;ASCITES;text
core;public;RKKP_LYFO_CLEAN;TESTIS;text
core;public;RKKP_LYFO_CLEAN;URINBLARE;text
core;public;RKKP_LYFO_CLEAN;OVARIER;text
core;public;RKKP_LYFO_CLEAN;VAGINA;text
core;public;RKKP_LYFO_CLEAN;UTERUS;text
core;public;RKKP_LYFO_CLEAN;HUD;text
core;public;RKKP_LYFO_CLEAN;MUSKULATUR;text
core;public;RKKP_LYFO_CLEAN;KNOGLER;text
core;public;RKKP_LYFO_CLEAN;CNS;text
core;public;RKKP_LYFO_CLEAN;LEPTOMENINGES;text
core;public;RKKP_LYFO_CLEAN;INTRAVASKULAER;text
core;public;RKKP_LYFO_CLEAN;KNOGLEMARV;text
core;public;RKKP_LYFO_CLEAN;MILT;text
core;public;RKKP_LYFO_CLEAN;HB;text
core;public;RKKP_LYFO_CLEAN;TRC;text
core;public;RKKP_LYFO_CLEAN;WBC;text
core;public;RKKP_LYFO_CLEAN;ALC;text
core;public;RKKP_LYFO_CLEAN;LYMPH_perc;text
core;public;RKKP_LYFO_CLEAN;SR;integer
core;public;RKKP_LYFO_CLEAN;ALB_gL;text
core;public;RKKP_LYFO_CLEAN;ALB_uM;text
core;public;RKKP_LYFO_CLEAN;CA_alb;text
core;public;RKKP_LYFO_CLEAN;CA_ion;text
core;public;RKKP_LYFO_CLEAN;CA_total;text
core;public;RKKP_LYFO_CLEAN;CREA_nM;text
core;public;RKKP_LYFO_CLEAN;CREA_mM;text
core;public;RKKP_LYFO_CLEAN;BILIRUBIN;integer
core;public;RKKP_LYFO_CLEAN;ALAT;integer
core;public;RKKP_LYFO_CLEAN;BASP;integer
core;public;RKKP_LYFO_CLEAN;BASP_elevated;text
core;public;RKKP_LYFO_CLEAN;LDH;integer
core;public;RKKP_LYFO_CLEAN;LDH_elevated;text
core;public;RKKP_LYFO_CLEAN;B2M_mgL;text
core;public;RKKP_LYFO_CLEAN;B2M_nM;text
core;public;RKKP_LYFO_CLEAN;IgA_gL;text
core;public;RKKP_LYFO_CLEAN;IgA_uM;text
core;public;RKKP_LYFO_CLEAN;IgG_gL;text
core;public;RKKP_LYFO_CLEAN;IgG_uM;text
core;public;RKKP_LYFO_CLEAN;IgM_gL;text
core;public;RKKP_LYFO_CLEAN;IgM_uM;text
core;public;RKKP_LYFO_CLEAN;M_KOMPONENT;text
core;public;RKKP_LYFO_CLEAN;N_nodal_regions;integer
core;public;RKKP_LYFO_CLEAN;N_extranodal_regions;integer
core;public;RKKP_LYFO_CLEAN;Extranodal_involvement;text
core;public;RKKP_LYFO_CLEAN;CNS_involvement;text
core;public;RKKP_LYFO_CLEAN;IPI;integer
core;public;RKKP_LYFO_CLEAN;aaIPI;integer
core;public;RKKP_LYFO_CLEAN;FLIPI;integer
core;public;RKKP_LYFO_CLEAN;FLIPI2;text
core;public;RKKP_LYFO_CLEAN;IPS;integer
core;public;RKKP_LYFO_CLEAN;indtastning_trods_ingen_planlagt_behandling;text
core;public;RKKP_LYFO_CLEAN;KEMO_LB;text
core;public;RKKP_LYFO_CLEAN;KEMO_regimen_1_LB;text
core;public;RKKP_LYFO_CLEAN;KEMO_duration_1_LB;text
core;public;RKKP_LYFO_CLEAN;KEMO_CYCLUSANTAL_1_LB;integer
core;public;RKKP_LYFO_CLEAN;KEMO_regimen_2_LB;text
core;public;RKKP_LYFO_CLEAN;KEMO_duration_2_LB;text
core;public;RKKP_LYFO_CLEAN;KEMO_CYCLUSANTAL_2_LB;integer
core;public;RKKP_LYFO_CLEAN;KEMO_regimen_3_LB;text
core;public;RKKP_LYFO_CLEAN;KEMO_duration_3_LB;text
core;public;RKKP_LYFO_CLEAN;KEMO_CYCLUSANTAL_3_LB;integer
core;public;RKKP_LYFO_CLEAN;Date_KEMO_start_LB;date
core;public;RKKP_LYFO_CLEAN;Date_KEMO_end_LB;date
core;public;RKKP_LYFO_CLEAN;IMMUNO_LB;text
core;public;RKKP_LYFO_CLEAN;IMMUNO_and_KEMO_simultaneously_LB;text
core;public;RKKP_LYFO_CLEAN;Date_IMMUNO_start_LB;date
core;public;RKKP_LYFO_CLEAN;Date_IMMUNO_end_LB;date
core;public;RKKP_LYFO_CLEAN;IMMUNO_CYCLUSANTAL_LB;integer
core;public;RKKP_LYFO_CLEAN;IMMUNO_maintanaince_initiated_LB;text
core;public;RKKP_LYFO_CLEAN;Zevalin_LB;text
core;public;RKKP_LYFO_CLEAN;Date_Zevalin_LB;date
core;public;RKKP_LYFO_CLEAN;Zevalin_gray_LB;text
core;public;RKKP_LYFO_CLEAN;RADIOTHERAPY_LB;text
core;public;RKKP_LYFO_CLEAN;Date_RADIOTHERAPY_LB;date
core;public;RKKP_LYFO_CLEAN;RADIOTHERAPY_gray_LB;text
core;public;RKKP_LYFO_CLEAN;RADIOTHERAPY_fractions_LB;text
core;public;RKKP_LYFO_CLEAN;SURGERY_LB;text
core;public;RKKP_LYFO_CLEAN;SURGERY_TYPE_LB;text
core;public;RKKP_LYFO_CLEAN;Date_SURGERY_LB;date
core;public;RKKP_LYFO_CLEAN;HDT_LB;text
core;public;RKKP_LYFO_CLEAN;HDT_conditioning_LB;text
core;public;RKKP_LYFO_CLEAN;Date_HDT_day0_LB;date
core;public;RKKP_LYFO_CLEAN;MALT_ANTIBIOTICS_LB;text
core;public;RKKP_LYFO_CLEAN;STEROID_MONO_LB;text
core;public;RKKP_LYFO_CLEAN;Trial_inclusion_LB;text
core;public;RKKP_LYFO_CLEAN;RESPONSE_LB;text
core;public;RKKP_LYFO_CLEAN;Date_RESPONSE_LB;date
core;public;RKKP_LYFO_CLEAN;CTC_GRADE3.4_LB;text
core;public;RKKP_LYFO_CLEAN;Date_treatment_1st_start;date
core;public;RKKP_LYFO_CLEAN;Date_relaps_LR;date
core;public;RKKP_LYFO_CLEAN;REBIOPSY_LR;text
core;public;RKKP_LYFO_CLEAN;LYMPHOMA_type_LR;text
core;public;RKKP_LYFO_CLEAN;LYMPHOMA_type_short_LR;text
core;public;RKKP_LYFO_CLEAN;CNS_LR;text
core;public;RKKP_LYFO_CLEAN;KEMO_LR;text
core;public;RKKP_LYFO_CLEAN;KEMO_regimen_1_Relaps_LR;text
core;public;RKKP_LYFO_CLEAN;KEMO_duration_1_Relaps_LR;text
core;public;RKKP_LYFO_CLEAN;KEMO_CYCLUSANTAL_1_Relaps_LR;integer
core;public;RKKP_LYFO_CLEAN;KEMO_regimen_2_Relaps_LR;text
core;public;RKKP_LYFO_CLEAN;KEMO_duration_2_Relaps_LR;text
core;public;RKKP_LYFO_CLEAN;KEMO_CYCLUSANTAL_2_Relaps_LR;integer
core;public;RKKP_LYFO_CLEAN;KEMO_regimen_3_Relaps_LR;text
core;public;RKKP_LYFO_CLEAN;KEMO_duration_3_Relaps_LR;text
core;public;RKKP_LYFO_CLEAN;KEMO_CYCLUSANTAL_3_Relaps_LR;integer
core;public;RKKP_LYFO_CLEAN;Date_KEMO_start_LR;date
core;public;RKKP_LYFO_CLEAN;Date_KEMO_end_LR;date
core;public;RKKP_LYFO_CLEAN;IMMUNO_LR;text
core;public;RKKP_LYFO_CLEAN;IMMUNO_and_KEMO_simultaneously_LR;text
core;public;RKKP_LYFO_CLEAN;Date_IMMUNO_start_LR;boolean
core;public;RKKP_LYFO_CLEAN;Date_IMMUNO_end_LR;date
core;public;RKKP_LYFO_CLEAN;IMMUNO_CYCLUSANTAL_LR;integer
core;public;RKKP_LYFO_CLEAN;IMMUNO_maintanaince_initiated_LR;text
core;public;RKKP_LYFO_CLEAN;Zevalin_LR;text
core;public;RKKP_LYFO_CLEAN;Date_Zevalin_LR;boolean
core;public;RKKP_LYFO_CLEAN;Zevalin_gray_LR;text
core;public;RKKP_LYFO_CLEAN;RADIOTHERAPY_LR;text
core;public;RKKP_LYFO_CLEAN;Date_RADIOTHERAPY_LR;date
core;public;RKKP_LYFO_CLEAN;RADIOTHERAPY_gray_LR;text
core;public;RKKP_LYFO_CLEAN;RADIOTHERAPY_fractions_LR;text
core;public;RKKP_LYFO_CLEAN;SURGERY_LR;text
core;public;RKKP_LYFO_CLEAN;SURGERY_TYPE_LR;text
core;public;RKKP_LYFO_CLEAN;Date_SURGERY_LR;boolean
core;public;RKKP_LYFO_CLEAN;HDT_LR;boolean
core;public;RKKP_LYFO_CLEAN;HDT_conditioning_LR;text
core;public;RKKP_LYFO_CLEAN;Date_HDT_day0_LR;date
core;public;RKKP_LYFO_CLEAN;MALT_ANTIBIOTICS_LR;boolean
core;public;RKKP_LYFO_CLEAN;STEROID_MONO_LR;boolean
core;public;RKKP_LYFO_CLEAN;trial.inclusion_LR;text
core;public;RKKP_LYFO_CLEAN;RESPONSE_LR;text
core;public;RKKP_LYFO_CLEAN;RESPONSE_short_LR;text
core;public;RKKP_LYFO_CLEAN;Date_response_LR;date
core;public;RKKP_LYFO_CLEAN;CTC_GRADE3.4_LR;text
core;public;RKKP_LYFO_CLEAN;Cause_of_death_FWM;text
core;public;RKKP_LYFO_CLEAN;PS_FWM;boolean
core;public;RKKP_LYFO_CLEAN;Date_FU.assesed_FWM;date
core;public;RKKP_LYFO_CLEAN;PS_LR;text
core;public;RKKP_LYFO_CLEAN;RESPONS_FWM;text
core;public;RKKP_LYFO_CLEAN;AFSLUTTET_FWM;boolean
core;public;RKKP_LYFO_CLEAN;Date_death;date
core;public;RKKP_LYFO_CLEAN;Date_last.FU;date
core;public;RKKP_LYFO_CLEAN;Tx_chemotherapy_LB;boolean
core;public;RKKP_LYFO_CLEAN;Tx_immunotherapy_LB;boolean
core;public;RKKP_LYFO_CLEAN;Tx_radioimmunotherapy_LB;boolean
core;public;RKKP_LYFO_CLEAN;Tx_radiotherapy_LB;boolean
core;public;RKKP_LYFO_CLEAN;Tx_surgery_LB;boolean
core;public;RKKP_LYFO_CLEAN;R_KEMO_LR;text
core;public;RKKP_LYFO_CLEAN;R_IMMUNO_LR;text
core;public;RKKP_LYFO_CLEAN;R_Zevalin_LR;text
core;public;RKKP_LYFO_CLEAN;R_RADIOTHERAPY_LR;text
core;public;RKKP_LYFO_CLEAN;R_SURGERY_LR;text
core;public;RKKP_LYFO_CLEAN;Indleveret_skema_behandling_A;text
core;public;RKKP_LYFO_CLEAN;Indleveret_skema_relaps_B;text
core;public;RKKP_LYFO_CLEAN;Indleveret_skema_FU_C;text
core;public;RKKP_LYFO_CLEAN;Date_First_lymfoma_diagnosis_LPR;boolean
core;public;RKKP_LYFO_CLEAN;lpr_afd;text
core;public;RKKP_LYFO_CLEAN;Charlson_Index;integer
core;public;RKKP_LYFO_CLEAN;Age;integer
core;public;RKKP_LYFO_CLEAN;Date_death.FU;date
core;public;RKKP_LYFO_CLEAN;Date_PFS;date
core;public;RKKP_LYFO_CLEAN;Treatment_Relaps;integer
core;public;RKKP_LYFO_CLEAN;TimeTo_Death;integer
core;public;RKKP_LYFO_CLEAN;TimeTo_Treatment_1st;integer
core;public;RKKP_LYFO_CLEAN;TimeTo_PFS;integer
core;public;RKKP_LYFO_CLEAN;Dead;integer
core;public;RKKP_LYFO_CLEAN;Treatment;integer
core;public;RKKP_LYFO_CLEAN;TFS;integer
core;public;RKKP_LYFO_CLEAN;Relapse;integer
core;public;RKKP_LYFO_CLEAN;PFS;integer
core;public;RKKP_LYFO_CLEAN;REGION;text
core;public;RKKP_LYFO_CLEAN;B2M;text
core;public;RKKP_LYFO_CLEAN;ALB;text
core;public;RKKP_LYFO_CLEAN;MALT.Age.score;integer
core;public;RKKP_LYFO_CLEAN;MALT.LDH.score;integer
core;public;RKKP_LYFO_CLEAN;MALT.Stage.score;integer
core;public;RKKP_LYFO_CLEAN;MALT.B2.score;integer
core;public;RKKP_LYFO_CLEAN;MZL.type;text
core;public;RKKP_LYFO_CLEAN;MALT.IPI.score;integer
core;public;RKKP_LYFO_CLEAN;MALT.IPI;text
core;public;RKKP_LYFO_CLEAN;rWM.Age.score;integer
core;public;RKKP_LYFO_CLEAN;rWM.B2M.score;integer
core;public;RKKP_LYFO_CLEAN;rWM.LDH.score;integer
core;public;RKKP_LYFO_CLEAN;rWM.ALB.score;integer
core;public;RKKP_LYFO_CLEAN;rWM.IPI.score;integer
core;public;RKKP_LYFO_CLEAN;rWM.IPI;text
core;public;RKKP_LYFO_CLEAN;R_IPI;text
core;public;RKKP_LYFO_CLEAN;Diag_YEAR;integer
core;public;RKKP_LYFO_CLEAN;PATIENTID;integer
core;public;adm_medicine;patientid;integer
core;public;adm_medicine;k_adm_id;text
core;public;adm_medicine;k_region_id;double precision
core;public;adm_medicine;c_hjem_kommune;text
core;public;adm_medicine;d_adm_date;date
core;public;adm_medicine;d_adm_time;time without time zone
core;public;adm_medicine;d_kontakt_start_date;date
core;public;adm_medicine;d_kontakt_start_time;time without time zone
core;public;adm_medicine;d_ord_start_date;date
core;public;adm_medicine;d_ord_start_time;time without time zone
core;public;adm_medicine;d_ord_slut_date;date
core;public;adm_medicine;d_ord_slut_time;time without time zone
core;public;adm_medicine;c_shak;text
core;public;adm_medicine;c_sor;text
core;public;adm_medicine;c_kontaktansvar_afd_shak;text
core;public;adm_medicine;c_patienttype;double precision
core;public;adm_medicine;c_atc;text
core;public;adm_medicine;c_varenummer;text
core;public;adm_medicine;v_drugid;text
core;public;adm_medicine;c_ord_type;text
core;public;adm_medicine;c_adm_vej;text
core;public;adm_medicine;v_adm_dosis;double precision
core;public;adm_medicine;v_adm_dosis_enhed;text
core;public;adm_medicine;v_styrke_num;double precision
core;public;adm_medicine;v_styrke_enhed;text
core;public;adm_medicine;v_pakningsstoerrelse_num;double precision
core;public;adm_medicine;v_pakningsstoerrelse_enhed;text
core;public;adm_medicine;v_laegemiddel_form;text
core;public;adm_medicine;createddatetime;timestamp with time zone
core;public;diagnoses_all;patientid;integer
core;public;diagnoses_all;date_diagnosis;date
core;public;diagnoses_all;diagnosis;text
core;public;diagnoses_all;tablename;text
core;public;diagnoses_all;datasource;text
core;public;diagnoses_all;date_created;date
core;public;laboratorymeasurements;patientid;integer
core;public;laboratorymeasurements;samplingdate;date
core;public;laboratorymeasurements;samplingtime;time without time zone
core;public;laboratorymeasurements;analysiscode;text
core;public;laboratorymeasurements;analysisname;text
core;public;laboratorymeasurements;laboratorium_idcode;text
core;public;laboratorymeasurements;value;text
core;public;laboratorymeasurements;unit;text
core;public;laboratorymeasurements;resulttype;text
core;public;laboratorymeasurements;referenceinterval_lowerlimit;text
core;public;laboratorymeasurements;referenceinterval_upperlimit;text
core;public;laboratorymeasurements;rekvirent_id;text
core;public;laboratorymeasurements;rekvirent_idtype;text
core;public;laboratorymeasurements;createddatetime;timestamp without time zone
core;public;laboratorymeasurements;analysisgroup;text
core;public;laboratorymeasurements;c_value;text
core;public;laboratorymeasurements;c_unit;text
core;public;laboratorymeasurements;c_operator;text
core;public;laboratorymeasurements;c_value_text;text
core;public;rkkp_cll_clean_2024;patientid;integer
core;public;rkkp_cll_clean_2024;date_birth;date
core;public;rkkp_cll_clean_2024;sex;text
core;public;rkkp_cll_clean_2024;shak;text
core;public;rkkp_cll_clean_2024;hospital_id;text
core;public;rkkp_cll_clean_2024;date_diagnosis;date
core;public;rkkp_cll_clean_2024;age;double precision
core;public;rkkp_cll_clean_2024;aged65;text
core;public;rkkp_cll_clean_2024;PS;text
core;public;rkkp_cll_clean_2024;binet;text
core;public;rkkp_cll_clean_2024;familial_CLL;text
core;public;rkkp_cll_clean_2024;LDT;text
core;public;rkkp_cll_clean_2024;B2M;text
core;public;rkkp_cll_clean_2024;IGHV;text
core;public;rkkp_cll_clean_2024;del13q;text
core;public;rkkp_cll_clean_2024;tri12;text
core;public;rkkp_cll_clean_2024;del11q;text
core;public;rkkp_cll_clean_2024;del17p;text
core;public;rkkp_cll_clean_2024;TP53_mut;text
core;public;rkkp_cll_clean_2024;TP53_ab;text
core;public;rkkp_cll_clean_2024;ZAP70;text
core;public;rkkp_cll_clean_2024;CD38;text
core;public;rkkp_cll_clean_2024;hypogammaglobulinemia;text
